scaffold	start	end	dxy_SILK_KADK	dxy_SILK_WHLH	dxy_KADK_WHLH
Z	76559001	76560000	0.0249	0.0243	0.0216
Z	76560001	76561000	0.0158	0.0232	0.0216
Z	76561001	76562000	0.0136	0.0151	0.0121
Z	76564001	76565000	0.0192	0.0154	0.0162
Z	76565001	76566000	0.01	0.0114	0.012
Z	76567001	76568000	0.0186	0.0139	0.0204
Z	76568001	76569000	0.0099	0.0082	0.0089
Z	76572001	76573000	0.0123	0.011	0.0101
Z	76573001	76574000	0.0099	0.0087	0.0087
Z	76574001	76575000	0.0135	0.0114	0.0099
Z	76575001	76576000	0.0185	0.0149	0.0174
Z	76576001	76577000	0.0108	0.0114	0.01
Z	76578001	76579000	0.018	0.0159	0.0156
Z	76579001	76580000	0.0124	0.0081	0.0127
Z	76580001	76581000	0.0118	0.0153	0.014
Z	76581001	76582000	0.008	0.0083	0.0064
Z	76582001	76583000	0.0111	0.008	0.0114
Z	76583001	76584000	0.0181	0.0131	0.0127
Z	76584001	76585000	0.0226	0.0203	0.018
Z	76585001	76586000	0.0101	0.0125	0.0104
Z	76586001	76587000	0.0229	0.0207	0.0213
Z	76587001	76588000	0.0247	0.0245	0.0251
Z	76588001	76589000	0.0191	0.0183	0.0188
Z	76590001	76591000	0.0218	0.0209	0.0212
Z	76591001	76592000	0.0203	0.0177	0.0171
Z	76592001	76593000	0.0178	0.0179	0.0157
Z	76593001	76594000	0.0144	0.0151	0.0153
Z	76594001	76595000	0.0219	0.0218	0.0216
Z	76595001	76596000	0.0118	0.0139	0.0134
Z	76597001	76598000	0.0149	0.0149	0.0121
Z	76599001	76600000	0.0257	0.0257	0.0232
Z	76600001	76601000	0.0225	0.0243	0.0231
Z	76601001	76602000	0.0171	0.0179	0.0155
Z	76602001	76603000	0.0275	0.0264	0.025
Z	76603001	76604000	0.0231	0.0213	0.0253
Z	76604001	76605000	0.0216	0.0188	0.0219
Z	76605001	76606000	0.0142	0.0139	0.0141
Z	76606001	76607000	0.0217	0.022	0.0215
Z	76607001	76608000	0.0205	0.0207	0.0166
Z	76610001	76611000	0.0153	0.012	0.0157
Z	76611001	76612000	0.0076	0.0074	0.0088
Z	76612001	76613000	0.013	0.0132	0.0127
Z	76613001	76614000	0.0154	0.0151	0.0137
Z	76614001	76615000	0.0172	0.017	0.0168
Z	76615001	76616000	0.0168	0.0166	0.0155
Z	76616001	76617000	0.0213	0.018	0.0217
Z	76617001	76618000	0.029	0.025	0.0237
Z	76618001	76619000	0.0196	0.0188	0.0182
Z	76619001	76620000	0.0162	0.0167	0.0184
Z	76620001	76621000	0.0204	0.0194	0.0215
Z	76622001	76623000	0.0175	0.0167	0.0166
Z	76623001	76624000	0.0138	0.0126	0.012
Z	76627001	76628000	0.0158	0.0163	0.0192
Z	76628001	76629000	0.0175	0.0179	0.0219
Z	76629001	76630000	0.0146	0.0134	0.0184
Z	76630001	76631000	0.0114	0.0075	0.0134
Z	76631001	76632000	0.0062	0.0075	0.005
Z	76632001	76633000	0.0094	0.0118	0.0127
Z	76633001	76634000	0.015	0.0124	0.0195
Z	76634001	76635000	0.0142	0.013	0.0156
Z	76635001	76636000	0.0109	0.0092	0.0075
Z	76636001	76637000	0.0182	0.0154	0.0153
Z	76640001	76641000	0.0172	0.012	0.0127
Z	76641001	76642000	0.0124	0.0102	0.0099
Z	76642001	76643000	0.0153	0.0127	0.015
Z	76643001	76644000	0.0079	0.0066	0.0069
Z	76645001	76646000	0.0101	0.007	0.0076
Z	76650001	76651000	0.0182	0.0158	0.0252
Z	76652001	76653000	0.0084	0.0067	0.0067
Z	76654001	76655000	0.013	0.0101	0.016
Z	76655001	76656000	0.0143	0.0137	0.0153
Z	76656001	76657000	0.0155	0.0161	0.0168
Z	76657001	76658000	0.0162	0.0151	0.0173
Z	76658001	76659000	0.0243	0.0212	0.0246
Z	76659001	76660000	0.0146	0.0134	0.0127
Z	76660001	76661000	0.0196	0.018	0.0218
Z	76661001	76662000	0.0131	0.0117	0.0149
Z	76662001	76663000	0.0188	0.0176	0.0179
Z	76663001	76664000	0.024	0.0223	0.0247
Z	76665001	76666000	0.0295	0.0316	0.0298
Z	76666001	76667000	0.0184	0.0194	0.017
Z	76667001	76668000	0.0146	0.0136	0.0188
Z	76672001	76673000	0.0152	0.0106	0.0169
Z	76673001	76674000	0.0145	0.013	0.0187
Z	76674001	76675000	0.0075	0.0064	0.0091
Z	76679001	76680000	0.0125	0.0199	0.0133
Z	76680001	76681000	0.0182	0.02	0.0161
Z	76681001	76682000	0.0139	0.0149	0.0138
Z	76682001	76683000	0.0161	0.0166	0.0184
Z	76683001	76684000	0.0163	0.0172	0.0166
Z	76684001	76685000	0.0161	0.0146	0.0122
Z	76685001	76686000	0.0107	0.0141	0.0118
Z	76686001	76687000	0.0142	0.0131	0.0133
Z	76688001	76689000	0.0141	0.0131	0.014
Z	76689001	76690000	0.0217	0.0225	0.0202
Z	76690001	76691000	0.0173	0.0188	0.0191
Z	76691001	76692000	0.0177	0.0183	0.0203
Z	76692001	76693000	0.0152	0.015	0.0169
Z	76693001	76694000	0.0226	0.0211	0.0205
Z	76694001	76695000	0.0265	0.0232	0.0252
Z	76695001	76696000	0.0241	0.022	0.0241
Z	76696001	76697000	0.0181	0.0172	0.0156
Z	76697001	76698000	0.0167	0.0187	0.0169
Z	76698001	76699000	0.0178	0.0182	0.0181
Z	76699001	76700000	0.0157	0.0156	0.0137
Z	76700001	76701000	0.0191	0.0145	0.0165
Z	76701001	76702000	0.0201	0.0214	0.0176
Z	76702001	76703000	0.0195	0.0192	0.0153
Z	76703001	76704000	0.0134	0.0131	0.0126
Z	76704001	76705000	0.0116	0.0152	0.0128
Z	76705001	76706000	0.0204	0.0216	0.0198
Z	76706001	76707000	0.0203	0.0212	0.0189
Z	76707001	76708000	0.0203	0.0193	0.0212
Z	76708001	76709000	0.0167	0.0173	0.0142
Z	76709001	76710000	0.0146	0.0158	0.0134
Z	76710001	76711000	0.0104	0.0096	0.0095
Z	76711001	76712000	0.0083	0.0111	0.0092
Z	76712001	76713000	0.0107	0.0107	0.0118
Z	76714001	76715000	0.0099	0.0068	0.0109
Z	76715001	76716000	0.0145	0.0174	0.0168
Z	76716001	76717000	0.0152	0.0165	0.0156
Z	76717001	76718000	0.0211	0.0216	0.0216
Z	76718001	76719000	0.0133	0.0171	0.0134
Z	76719001	76720000	0.014	0.0136	0.0152
Z	76720001	76721000	0.0141	0.0113	0.0136
Z	76721001	76722000	0.0209	0.0233	0.0238
Z	76722001	76723000	0.0228	0.0209	0.0191
Z	76723001	76724000	0.0127	0.0128	0.0139
Z	76724001	76725000	0.0188	0.0159	0.0229
Z	76725001	76726000	0.0225	0.0217	0.0262
Z	76726001	76727000	0.0141	0.0141	0.018
Z	76728001	76729000	0.0136	0.0096	0.016
Z	76729001	76730000	0.0128	0.0137	0.0113
Z	76730001	76731000	0.0171	0.0159	0.0181
Z	76731001	76732000	0.0189	0.0186	0.0194
Z	76732001	76733000	0.0119	0.0076	0.0115
Z	76733001	76734000	0.015	0.0126	0.0128
Z	76734001	76735000	0.0123	0.009	0.0118
Z	76735001	76736000	0.026	0.0219	0.0271
Z	76736001	76737000	0.0106	0.0129	0.0126
Z	76737001	76738000	0.0218	0.021	0.0188
Z	76738001	76739000	0.0216	0.0223	0.0207
Z	76739001	76740000	0.0189	0.0231	0.0218
Z	76740001	76741000	0.0229	0.0223	0.0254
Z	76741001	76742000	0.019	0.0228	0.0209
Z	76742001	76743000	0.0185	0.0192	0.017
Z	76743001	76744000	0.0168	0.017	0.0179
Z	76744001	76745000	0.0129	0.0118	0.0139
Z	76745001	76746000	0.0161	0.0189	0.018
Z	76746001	76747000	0.0168	0.0197	0.0181
Z	76747001	76748000	0.0104	0.0129	0.0106
Z	76749001	76750000	0.0179	0.0169	0.0165
Z	76750001	76751000	0.0102	0.0074	0.0101
Z	76751001	76752000	0.0172	0.0169	0.0122
Z	76752001	76753000	0.0148	0.0143	0.0122
Z	76753001	76754000	0.0134	0.0149	0.0164
Z	76754001	76755000	0.0177	0.0176	0.0174
Z	76755001	76756000	0.0188	0.019	0.0191
Z	76760001	76761000	0.017	0.014	0.0178
Z	76761001	76762000	0.012	0.0133	0.0105
Z	76762001	76763000	0.017	0.0168	0.0187
Z	76763001	76764000	0.0088	0.0134	0.012
Z	76764001	76765000	0.0241	0.0216	0.0215
Z	76765001	76766000	0.0152	0.0144	0.0161
Z	76766001	76767000	0.029	0.0271	0.0335
Z	76767001	76768000	0.0174	0.0188	0.0162
Z	76768001	76769000	0.0122	0.0151	0.0152
Z	76769001	76770000	0.0212	0.0215	0.0211
Z	76770001	76771000	0.0236	0.0265	0.024
Z	76771001	76772000	0.0216	0.0218	0.0247
Z	76772001	76773000	0.0168	0.0194	0.0186
Z	76773001	76774000	0.0155	0.0167	0.0129
Z	76774001	76775000	0.0148	0.0146	0.016
Z	76775001	76776000	0.0111	0.0085	0.0117
Z	76776001	76777000	0.0164	0.0165	0.0178
Z	76777001	76778000	0.015	0.0156	0.0149
Z	76778001	76779000	0.0186	0.0155	0.0207
Z	76779001	76780000	0.013	0.0097	0.0113
Z	76780001	76781000	0.0145	0.015	0.0167
Z	76781001	76782000	0.0122	0.0131	0.0074
Z	76786001	76787000	0.0136	0.0125	0.0111
Z	76787001	76788000	0.023	0.0247	0.0236
Z	76788001	76789000	0.0173	0.0165	0.0149
Z	76789001	76790000	0.0096	0.009	0.0088
Z	76790001	76791000	0.0155	0.016	0.0127
Z	76791001	76792000	0.0115	0.016	0.0141
Z	76792001	76793000	0.0111	0.0104	0.0104
Z	76793001	76794000	0.0164	0.0178	0.0173
Z	76794001	76795000	0.019	0.018	0.0179
Z	76795001	76796000	0.0129	0.0158	0.0151
Z	76796001	76797000	0.0153	0.0183	0.0171
Z	76797001	76798000	0.0155	0.0259	0.0243
Z	76798001	76799000	0.0124	0.0145	0.0139
Z	76799001	76800000	0.0118	0.0158	0.0138
Z	76800001	76801000	0.02	0.0222	0.0195
Z	76801001	76802000	0.0154	0.0184	0.0159
Z	76802001	76803000	0.0134	0.0153	0.0116
Z	76803001	76804000	0.009	0.0114	0.0082
Z	76804001	76805000	0.0109	0.0118	0.0086
Z	76805001	76806000	0.0268	0.0263	0.0268
Z	76806001	76807000	0.0207	0.0192	0.0214
Z	76807001	76808000	0.0193	0.0173	0.0184
Z	76809001	76810000	0.0216	0.0208	0.0222
Z	76810001	76811000	0.0175	0.0147	0.0175
Z	76811001	76812000	0.0141	0.0138	0.012
Z	76813001	76814000	0.0158	0.0143	0.0163
Z	76814001	76815000	0.015	0.0168	0.0168
Z	76815001	76816000	0.0186	0.0226	0.022
Z	76816001	76817000	0.0262	0.0287	0.0256
Z	76817001	76818000	0.012	0.0117	0.0121
Z	76818001	76819000	0.011	0.0128	0.0082
Z	76819001	76820000	0.0208	0.0261	0.02
Z	76820001	76821000	0.0122	0.0143	0.0148
Z	76821001	76822000	0.0156	0.0169	0.0162
Z	76822001	76823000	0.0136	0.0161	0.0133
Z	76823001	76824000	0.0137	0.0144	0.009
Z	76824001	76825000	0.0145	0.0159	0.0117
Z	76825001	76826000	0.0123	0.0124	0.0123
Z	76827001	76828000	0.0189	0.019	0.0174
Z	76828001	76829000	0.0134	0.0114	0.0134
Z	76829001	76830000	0.0196	0.0185	0.0166
Z	76830001	76831000	0.019	0.0149	0.0145
Z	76831001	76832000	0.0137	0.0136	0.0123
Z	76832001	76833000	0.0116	0.0172	0.0128
Z	76837001	76838000	0.0066	0.0068	0.0065
Z	76839001	76840000	0.0222	0.0213	0.0185
Z	76840001	76841000	0.0131	0.0096	0.015
Z	76841001	76842000	0.0126	0.0087	0.0095
Z	76842001	76843000	0.0105	0.0119	0.0118
Z	76843001	76844000	0.0206	0.0185	0.0145
Z	76844001	76845000	0.0102	0.0067	0.0138
Z	76845001	76846000	0.0146	0.0153	0.0189
Z	76846001	76847000	0.0131	0.0137	0.0104
Z	76847001	76848000	0.016	0.0148	0.0143
Z	76848001	76849000	0.0161	0.012	0.0161
Z	76849001	76850000	0.0112	0.0129	0.0165
Z	76850001	76851000	0.0076	0.009	0.0102
Z	76851001	76852000	0.0087	0.0084	0.0071
Z	76852001	76853000	0.0192	0.0187	0.0234
Z	76853001	76854000	0.0059	0.0058	0.0095
Z	76859001	76860000	0.0067	0.0074	0.0056
Z	76861001	76862000	0.0112	0.014	0.0111
Z	76862001	76863000	0.0161	0.0217	0.0179
Z	76863001	76864000	0.0194	0.0186	0.0151
Z	76864001	76865000	0.0161	0.0138	0.018
Z	76865001	76866000	0.0151	0.0256	0.0245
Z	76866001	76867000	0.0185	0.0181	0.0184
Z	76867001	76868000	0.0153	0.0211	0.0196
Z	76868001	76869000	0.0201	0.0178	0.0167
Z	76869001	76870000	0.0342	0.0303	0.032
Z	76870001	76871000	0.0147	0.0126	0.0137
Z	76871001	76872000	0.0123	0.0135	0.0135
Z	76872001	76873000	0.0178	0.0119	0.0184
Z	76873001	76874000	0.014	0.0142	0.0144
Z	76874001	76875000	0.0199	0.0163	0.022
Z	76875001	76876000	0.0101	0.009	0.0116
Z	76876001	76877000	0.0058	0.0055	0.0036
Z	76877001	76878000	0.0123	0.0093	0.0094
Z	76878001	76879000	0.004	0.0045	0.0032
Z	76879001	76880000	0.0094	0.0087	0.0073
Z	76880001	76881000	0.0033	0.0028	0.0023
Z	76881001	76882000	0.0054	0.0061	0.0031
Z	76882001	76883000	0.0073	0.0098	0.0062
Z	76883001	76884000	0.0135	0.016	0.0121
Z	76888001	76889000	0.0034	0.0069	0.0062
Z	76889001	76890000	0.0077	0.0081	0.0066
Z	76890001	76891000	0.0052	0.0063	0.0055
Z	76891001	76892000	0.0007	0.0034	0.0033
Z	76892001	76893000	0.001	0.0028	0.0027
Z	76893001	76894000	0.0081	0.0084	0.0076
Z	76894001	76895000	0.0145	0.0195	0.0177
Z	76895001	76896000	0.0184	0.0189	0.0175
Z	76896001	76897000	0.0122	0.0133	0.0156
Z	76897001	76898000	0.0183	0.0188	0.0171
Z	76898001	76899000	0.0193	0.0203	0.0204
Z	76899001	76900000	0.0172	0.0177	0.0202
Z	76900001	76901000	0.0086	0.0101	0.0108
Z	76901001	76902000	0.0189	0.0177	0.0184
Z	76902001	76903000	0.0233	0.0227	0.0237
Z	76903001	76904000	0.0241	0.0241	0.0251
Z	76904001	76905000	0.0186	0.0158	0.0192
Z	76905001	76906000	0.0139	0.014	0.014
Z	76906001	76907000	0.0221	0.0234	0.0239
Z	76907001	76908000	0.0206	0.0196	0.0218
Z	76908001	76909000	0.0204	0.019	0.0228
Z	76909001	76910000	0.0186	0.0208	0.0208
Z	76910001	76911000	0.0132	0.0124	0.0143
Z	76912001	76913000	0.0138	0.0141	0.0143
Z	76913001	76914000	0.0102	0.0118	0.0108
Z	76914001	76915000	0.021	0.0194	0.0178
Z	76915001	76916000	0.0075	0.0103	0.007
Z	76916001	76917000	0.0161	0.016	0.0126
Z	76917001	76918000	0.011	0.0107	0.0122
Z	76918001	76919000	0.0017	0.0023	0.0015
Z	76919001	76920000	0.0149	0.0148	0.0166
Z	76920001	76921000	0.0172	0.0135	0.0171
Z	76921001	76922000	0.015	0.0108	0.0156
Z	76922001	76923000	0.0086	0.0096	0.0123
Z	76923001	76924000	0.0105	0.0078	0.0105
Z	76924001	76925000	0.0198	0.0166	0.0159
Z	76927001	76928000	0.0195	0.0177	0.0185
Z	76929001	76930000	0.0055	0.0098	0.0079
Z	76930001	76931000	0.0087	0.0104	0.0088
Z	76931001	76932000	0.0147	0.0142	0.0153
Z	76932001	76933000	0.0111	0.012	0.0124
Z	76933001	76934000	0.0192	0.0181	0.0118
Z	76934001	76935000	0.0143	0.0122	0.0118
Z	76935001	76936000	0.0099	0.0094	0.0091
Z	76936001	76937000	0.0227	0.0196	0.0217
Z	76941001	76942000	0.008	0.0162	0.0116
Z	76942001	76943000	0.0093	0.0096	0.0063
Z	76943001	76944000	0.0066	0.0063	0.004
Z	76944001	76945000	0.0078	0.008	0.0054
Z	76945001	76946000	0.0144	0.0144	0.0088
Z	76946001	76947000	0.0094	0.0122	0.0073
Z	76947001	76948000	0.007	0.0063	0.0068
Z	76948001	76949000	0.0177	0.0163	0.0201
Z	76949001	76950000	0.0133	0.0136	0.0147
Z	76951001	76952000	0.0155	0.0138	0.0157
Z	76952001	76953000	0.0192	0.0168	0.0196
Z	76953001	76954000	0.0129	0.0128	0.0123
Z	76954001	76955000	0.0194	0.0172	0.0206
Z	76955001	76956000	0.0147	0.0168	0.0145
Z	76956001	76957000	0.0204	0.0195	0.0186
Z	76957001	76958000	0.0195	0.0203	0.022
Z	76958001	76959000	0.032	0.0256	0.0309
Z	76959001	76960000	0.0093	0.0084	0.0126
Z	76960001	76961000	0.0152	0.0193	0.017
Z	76961001	76962000	0.018	0.0143	0.0184
Z	76962001	76963000	0.0139	0.0172	0.0147
Z	76965001	76966000	0.0135	0.0126	0.0143
Z	76966001	76967000	0.0249	0.0264	0.026
Z	76967001	76968000	0.0137	0.0153	0.0119
Z	76968001	76969000	0.0168	0.0197	0.0136
Z	76969001	76970000	0.0213	0.02	0.0199
Z	76970001	76971000	0.0143	0.0139	0.0145
Z	76971001	76972000	0.0159	0.014	0.0172
Z	76972001	76973000	0.0093	0.0093	0.012
Z	76973001	76974000	0.0092	0.009	0.0104
Z	76974001	76975000	0.0142	0.0156	0.0146
Z	76975001	76976000	0.0142	0.0137	0.0148
Z	76976001	76977000	0.0116	0.0111	0.0123
Z	76977001	76978000	0.0189	0.016	0.0179
Z	76979001	76980000	0.0328	0.0292	0.0291
Z	76980001	76981000	0.0202	0.0193	0.0183
Z	76981001	76982000	0.0151	0.0159	0.0151
Z	76982001	76983000	0.0136	0.0142	0.0113
Z	76983001	76984000	0.0084	0.0104	0.0071
Z	76984001	76985000	0.0104	0.0105	0.012
Z	76985001	76986000	0.014	0.0123	0.0118
Z	76986001	76987000	0.0147	0.0121	0.014
Z	76987001	76988000	0.0169	0.0161	0.0189
Z	76988001	76989000	0.0229	0.0201	0.0217
Z	76989001	76990000	0.0135	0.0123	0.0144
Z	76990001	76991000	0.0081	0.0082	0.0099
Z	76991001	76992000	0.0105	0.0106	0.0111
Z	76992001	76993000	0.0108	0.0122	0.0096
Z	76993001	76994000	0.024	0.0197	0.0203
Z	76994001	76995000	0.0124	0.014	0.0083
Z	76995001	76996000	0.0192	0.0178	0.0171
Z	76996001	76997000	0.0171	0.0134	0.011
Z	76997001	76998000	0.0163	0.0156	0.0149
Z	77004001	77005000	0.0237	0.0187	0.0167
Z	77005001	77006000	0.0178	0.0157	0.0159
Z	77008001	77009000	0.0157	0.0108	0.0208
Z	77009001	77010000	0.0131	0.016	0.0128
Z	77011001	77012000	0.0204	0.0191	0.0193
Z	77012001	77013000	0.0212	0.0191	0.0213
Z	77013001	77014000	0.0193	0.0182	0.0194
Z	77014001	77015000	0.0174	0.0195	0.0159
Z	77015001	77016000	0.0205	0.0191	0.0188
Z	77016001	77017000	0.0173	0.0195	0.0154
Z	77017001	77018000	0.0188	0.0171	0.0177
Z	77018001	77019000	0.0212	0.0205	0.0203
Z	77019001	77020000	0.0141	0.0144	0.0141
Z	77020001	77021000	0.0209	0.0179	0.0188
Z	77021001	77022000	0.0219	0.0217	0.0211
Z	77022001	77023000	0.0158	0.0167	0.0161
Z	77023001	77024000	0.0267	0.0262	0.0267
Z	77080001	77081000	0.0207	0.0203	0.0266
Z	77081001	77082000	0.0233	0.0195	0.0234
Z	77083001	77084000	0.0293	0.0258	0.0281
Z	77084001	77085000	0.0191	0.0207	0.023
Z	77085001	77086000	0.0132	0.0096	0.0133
Z	77086001	77087000	0.0223	0.0214	0.0216
Z	77087001	77088000	0.0273	0.0286	0.0267
Z	77088001	77089000	0.0162	0.0163	0.0156
Z	77089001	77090000	0.0251	0.0203	0.0233
Z	77090001	77091000	0.0223	0.0207	0.0235
Z	77091001	77092000	0.0247	0.0278	0.031
Z	77092001	77093000	0.0141	0.0149	0.0132
Z	77093001	77094000	0.0245	0.0261	0.0254
Z	77094001	77095000	0.0106	0.0113	0.0096
Z	77095001	77096000	0.0221	0.0202	0.0217
Z	77096001	77097000	0.0247	0.0243	0.0221
Z	77097001	77098000	0.0289	0.0263	0.0189
Z	77098001	77099000	0.0182	0.0203	0.0191
Z	77099001	77100000	0.0159	0.0178	0.0161
Z	77100001	77101000	0.0165	0.0154	0.0171
Z	77101001	77102000	0.0144	0.0139	0.0152
Z	77102001	77103000	0.0138	0.0089	0.0122
Z	77104001	77105000	0.0108	0.0073	0.0092
Z	77105001	77106000	0.0185	0.0174	0.0188
Z	77106001	77107000	0.0183	0.0217	0.021
Z	77107001	77108000	0.0135	0.0151	0.0143
Z	77108001	77109000	0.0138	0.0145	0.0167
Z	77109001	77110000	0.0137	0.0133	0.0118
Z	77110001	77111000	0.0205	0.0197	0.0198
Z	77111001	77112000	0.014	0.0144	0.0117
Z	77112001	77113000	0.0117	0.0155	0.0124
Z	77113001	77114000	0.02	0.0172	0.018
Z	77114001	77115000	0.0222	0.0209	0.0225
Z	77115001	77116000	0.0136	0.0141	0.0144
Z	77116001	77117000	0.0262	0.0256	0.0242
Z	77117001	77118000	0.0207	0.0172	0.0216
Z	77118001	77119000	0.0156	0.0135	0.0144
Z	77119001	77120000	0.0191	0.0152	0.018
Z	77120001	77121000	0.0259	0.0226	0.0277
Z	77121001	77122000	0.018	0.0172	0.0169
Z	77122001	77123000	0.0109	0.0113	0.0107
Z	77123001	77124000	0.0194	0.0206	0.0184
Z	77124001	77125000	0.023	0.0237	0.0208
Z	77125001	77126000	0.0247	0.0257	0.0248
Z	77126001	77127000	0.0221	0.0219	0.0248
Z	77127001	77128000	0.0259	0.0256	0.0254
Z	77128001	77129000	0.0263	0.0262	0.0241
Z	77129001	77130000	0.0134	0.0122	0.0127
Z	77130001	77131000	0.0153	0.0155	0.0133
Z	77131001	77132000	0.02	0.0193	0.0171
Z	77132001	77133000	0.0169	0.0169	0.0138
Z	77133001	77134000	0.0234	0.0203	0.0221
Z	77134001	77135000	0.0306	0.0321	0.0259
Z	77135001	77136000	0.0172	0.0142	0.011
Z	77136001	77137000	0.0159	0.0132	0.0141
Z	77137001	77138000	0.017	0.0164	0.0144
Z	77138001	77139000	0.0159	0.0131	0.0129
Z	77139001	77140000	0.0157	0.0179	0.0158
Z	77140001	77141000	0.0194	0.0163	0.0154
Z	77141001	77142000	0.0181	0.0117	0.014
Z	77142001	77143000	0.0171	0.0157	0.015
Z	77143001	77144000	0.0186	0.0169	0.0191
Z	77144001	77145000	0.0197	0.0165	0.0182
Z	77145001	77146000	0.0144	0.018	0.0173
Z	77146001	77147000	0.0149	0.0136	0.0114
Z	77147001	77148000	0.0207	0.018	0.0191
Z	77148001	77149000	0.016	0.0133	0.0137
Z	77149001	77150000	0.0264	0.0218	0.0224
Z	77151001	77152000	0.0138	0.0127	0.0124
Z	77152001	77153000	0.0235	0.0242	0.0205
Z	77153001	77154000	0.0207	0.0165	0.0173
Z	77154001	77155000	0.0184	0.0169	0.0155
Z	77155001	77156000	0.027	0.0267	0.0308
Z	77157001	77158000	0.0143	0.0142	0.0136
Z	77158001	77159000	0.0163	0.0163	0.0201
Z	77159001	77160000	0.0113	0.0129	0.0125
Z	77160001	77161000	0.0147	0.0162	0.0179
Z	77161001	77162000	0.0156	0.0158	0.017
Z	77162001	77163000	0.0189	0.0162	0.0182
Z	77163001	77164000	0.0164	0.0162	0.0174
Z	77164001	77165000	0.0143	0.015	0.0107
Z	77165001	77166000	0.0153	0.0174	0.0109
Z	77166001	77167000	0.0106	0.0107	0.0084
Z	77167001	77168000	0.0084	0.0081	0.0067
Z	77168001	77169000	0.0126	0.0122	0.0095
Z	77169001	77170000	0.0123	0.0122	0.0134
Z	77170001	77171000	0.0053	0.0074	0.0067
Z	77171001	77172000	0.0154	0.0156	0.012
Z	77172001	77173000	0.012	0.0144	0.0136
Z	77173001	77174000	0.0166	0.0197	0.018
Z	77174001	77175000	0.0225	0.0198	0.0233
Z	77175001	77176000	0.0188	0.0218	0.02
Z	77177001	77178000	0.0103	0.0087	0.0096
Z	77178001	77179000	0.0089	0.0082	0.0077
Z	77179001	77180000	0.0131	0.0138	0.0118
Z	77180001	77181000	0.0203	0.022	0.0197
Z	77181001	77182000	0.0251	0.0289	0.0271
Z	77182001	77183000	0.0219	0.0184	0.0216
Z	77183001	77184000	0.0124	0.0131	0.0128
Z	77184001	77185000	0.0134	0.0134	0.0134
Z	77185001	77186000	0.0097	0.0099	0.0089
Z	77186001	77187000	0.0244	0.026	0.0236
Z	77187001	77188000	0.0209	0.0227	0.023
Z	77188001	77189000	0.014	0.0141	0.0145
Z	77189001	77190000	0.0124	0.0143	0.0127
Z	77190001	77191000	0.008	0.0121	0.0091
Z	77191001	77192000	0.0129	0.0106	0.0113
Z	77192001	77193000	0.0158	0.0147	0.0133
Z	77194001	77195000	0.0186	0.0171	0.0155
Z	77195001	77196000	0.0182	0.0162	0.0123
Z	77197001	77198000	0.0159	0.0162	0.0168
Z	77198001	77199000	0.0078	0.0077	0.0052
Z	77199001	77200000	0.01	0.0121	0.0089
Z	77200001	77201000	0.011	0.0125	0.0108
Z	77201001	77202000	0.019	0.0211	0.0177
Z	77202001	77203000	0.0177	0.0184	0.0146
Z	77203001	77204000	0.0195	0.0217	0.018
Z	77204001	77205000	0.0105	0.0096	0.0115
Z	77205001	77206000	0.0142	0.0135	0.0122
Z	77206001	77207000	0.0197	0.0226	0.0212
Z	77207001	77208000	0.0121	0.0134	0.0131
Z	77209001	77210000	0.0189	0.012	0.0158
Z	77210001	77211000	0.0212	0.0194	0.0195
Z	77211001	77212000	0.0108	0.0142	0.0121
Z	77212001	77213000	0.0193	0.0188	0.0177
Z	77213001	77214000	0.0215	0.0245	0.0222
Z	77214001	77215000	0.0252	0.0239	0.0238
Z	77215001	77216000	0.0162	0.0151	0.0161
Z	77216001	77217000	0.0148	0.0155	0.0155
Z	77218001	77219000	0.0113	0.0104	0.0119
Z	77219001	77220000	0.0117	0.0121	0.0145
Z	77220001	77221000	0.0167	0.0145	0.014
Z	77221001	77222000	0.0216	0.0193	0.0172
Z	77222001	77223000	0.0237	0.0209	0.0201
Z	77223001	77224000	0.02	0.0196	0.0194
Z	77224001	77225000	0.009	0.0109	0.0083
Z	77225001	77226000	0.0142	0.011	0.013
Z	77226001	77227000	0.0077	0.0051	0.008
Z	77227001	77228000	0.0148	0.0175	0.0131
Z	77228001	77229000	0.0124	0.0145	0.012
Z	77229001	77230000	0.0069	0.0073	0.0071
Z	77230001	77231000	0.0129	0.0158	0.0142
Z	77231001	77232000	0.014	0.0168	0.0136
Z	77232001	77233000	0.0116	0.0157	0.0112
Z	77233001	77234000	0.0109	0.0101	0.01
Z	77234001	77235000	0.0145	0.0169	0.0118
Z	77235001	77236000	0.0069	0.01	0.0092
Z	77236001	77237000	0.0087	0.0113	0.0091
Z	77237001	77238000	0.0141	0.0146	0.015
Z	77238001	77239000	0.0171	0.0189	0.0161
Z	77239001	77240000	0.0189	0.0197	0.0177
Z	77241001	77242000	0.0165	0.0178	0.0159
Z	77243001	77244000	0.0067	0.0096	0.0102
Z	77244001	77245000	0.0111	0.0122	0.0106
Z	77245001	77246000	0.0119	0.013	0.0106
Z	77246001	77247000	0.0081	0.0088	0.005
Z	77247001	77248000	0.0052	0.0059	0.003
Z	77248001	77249000	0.0026	0.0023	0.0021
Z	77249001	77250000	0.0042	0.0042	0.0039
Z	77250001	77251000	0.0112	0.0131	0.0122
Z	77251001	77252000	0.0195	0.0204	0.019
Z	77252001	77253000	0.014	0.0185	0.0137
Z	77253001	77254000	0.0185	0.0202	0.0148
Z	77254001	77255000	0.0155	0.0169	0.0155
